"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"192.168.1.104",43018,"13.65.102.222",8883,28,9020,15,2128,13,6892,49235.474586375,14.969434899998305,1137.2506787147943,3683.2385703488544
"192.168.1.104",43020,"13.65.102.222",8883,28,9025,15,2128,13,6897,49280.529380141,14.963187392997497,1137.7255094704572,3687.449642301571
"192.168.1.104",43022,"13.65.102.222",8883,28,9019,15,2128,13,6891,49325.604526431,14.969702520997089,1137.2303475050005,3682.638310459097
"192.168.1.104",43024,"13.65.102.222",8883,28,9019,15,2128,13,6891,49370.683375021,14.97323389200028,1136.9621367562675,3681.7697764978566
"192.168.1.104",43026,"13.65.102.222",8883,28,9016,15,2128,13,6888,49415.740286695,14.964683400998183,1137.6117719179047,3682.269682786902
"192.168.1.104",43028,"13.65.102.222",8883,28,9018,15,2128,13,6890,49460.814295855,14.972260875001666,1137.036025629503,3681.474725839885
"192.168.1.104",43030,"13.65.102.222",8883,28,9019,15,2128,13,6891,49505.89700143,14.965341640003317,1137.5617349418712,3683.711426449452
"192.168.1.104",43032,"13.65.102.222",8883,28,9022,15,2128,13,6894,49550.949781286,14.97510827700171,1136.8198269487582,3682.911601026663
"192.168.1.104",43034,"13.65.102.222",8883,28,9023,15,2128,13,6895,49596.033174904,14.969415406005282,1137.252159704946,3684.846635886092
"192.168.1.104",43036,"13.65.102.222",8883,29,9088,16,2194,13,6894,49641.114163757,14.96782426199934,1172.6487225375452,3684.703871091083
"192.168.1.104",43038,"13.65.102.222",8883,28,9024,15,2128,13,6896,49686.194488687,14.967695238003216,1137.38285883693,3685.8046026971188
"192.168.1.104",43040,"13.65.102.222",8883,28,9021,15,2128,13,6893,49731.274008812,14.972050750999188,1137.0519832671466,3683.1293800096064
"192.168.1.104",43042,"13.65.102.222",8883,28,9045,15,2152,13,6893,49776.356769349,14.965400555003725,1150.3868497688677,3684.766057368404
"192.168.1.104",43044,"13.65.102.222",8883,28,9017,15,2128,13,6889,49821.433650995,14.96835260700027,1137.3329081009465,3681.901505595592
"192.168.1.104",43046,"13.65.102.222",8883,28,9019,15,2128,13,6891,49866.513877499,14.977394047004054,1136.646331569632,3680.747119758615
"192.168.1.104",43048,"13.65.102.222",8883,28,9021,15,2128,13,6893,49911.596950645,14.96994670300046,1137.2117975936308,3683.647049254181
"192.168.1.104",43050,"13.65.102.222",8883,29,9086,16,2194,13,6892,49956.678941499,14.963103416004742,1173.0186921802692,3684.797095034829
"192.168.1.104",43052,"13.65.102.222",8883,28,9023,15,2128,13,6895,50001.733495483,14.97214158099814,1137.0450852272177,3684.17568733161
"192.168.1.104",43054,"13.65.102.222",8883,29,9090,16,2194,13,6896,50046.815602782,14.995754661998944,1170.4646011900215,3678.907880495163
"192.168.1.104",43056,"13.65.102.222",8883,28,9021,15,2128,13,6893,50091.922256241,14.967448834002425,1137.4015831826723,3684.2618011645486
"192.168.1.104",43058,"13.65.102.222",8883,28,9021,15,2128,13,6893,50136.970491087,14.98349960300402,1136.1831648853838,3680.315110693116
"192.168.1.104",43060,"13.65.102.222",8883,28,9018,15,2128,13,6890,50182.062894611,14.971299256998464,1137.109058323177,3681.711189777579
"192.168.1.104",43062,"13.65.102.222",8883,28,9017,15,2128,13,6889,50227.144810598,14.97090934299922,1137.138674075323,3681.272709447792
"192.168.1.104",43064,"13.65.102.222",8883,28,9019,15,2128,13,6891,50272.219317694,14.96264876100031,1137.7664658126935,3684.3743965767253
"192.168.1.104",43066,"13.65.102.222",8883,28,9023,15,2128,13,6895,50317.294932455,14.967792960000224,1137.375433071179,3685.246057812866
"192.168.1.104",43068,"13.65.102.222",8883,28,9020,15,2128,13,6892,50362.374510049,14.969666162003705,1137.2331096608316,3683.181669070701
"192.168.1.104",43070,"13.65.102.222",8883,28,9017,15,2128,13,6889,50407.447071688,14.973347289997037,1136.9535261746653,3680.673327921649
"192.168.1.104",43072,"13.65.102.222",8883,28,9022,15,2128,13,6894,50452.529832509,14.974005603005935,1136.903541466723,3683.182807740408
"192.168.1.104",43074,"13.65.102.222",8883,29,9082,16,2194,13,6888,50497.612483532,14.972445974002767,1172.2867479686493,3680.3605834129703
"192.168.1.104",43076,"13.65.102.222",8883,29,9085,16,2194,13,6891,50542.695894385,14.966236882006342,1172.7730984334798,3683.4910762557474
"192.168.1.104",43078,"13.65.102.222",8883,28,9016,15,2128,13,6888,50587.774327367,14.971051129003172,1137.1279046011462,3680.7034806826573
"192.168.1.104",43080,"13.65.102.222",8883,28,9020,15,2128,13,6892,50632.857366503,14.965680478999275,1137.5359793287769,3684.1625796682006
"192.168.1.104",43082,"13.65.102.222",8883,28,9017,15,2128,13,6889,50677.934031095,14.970461156997771,1137.172717758419,3681.382919472626
"192.168.1.104",43084,"13.65.102.222",8883,28,9022,15,2128,13,6894,50723.013819659,14.970865225004673,1137.1420251360046,3683.955414138917
"192.168.1.104",43086,"13.65.102.222",8883,28,9019,15,2128,13,6891,50768.097072051,14.967086058997666,1137.429151732965,3683.282088623995
